schema_version,repo_full_name,repo_url,stars,primary_language,github_description,github_topics,detected_instruction_artifacts,ci_evidence,release_evidence,agent_product_flag,sample_stratum,label,confidence,evidence_notes,annotator_id,annotation_round,adjudication_status,adjudicated_label,adjudication_notes
0.1,Azure-Samples/Copilot-Studio-with-Azure-AI-Search,https://github.com/Azure-Samples/Copilot-Studio-with-Azure-AI-Search,26,,,,"{""matched_paths"": ["".github/chatmodes/README.md""], ""queries"": ["".github/chatmodes""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:.github/chatmodes|agent_flag:true,,,,,,,,
0.1,Azure-Samples/art-voice-agent-accelerator,https://github.com/Azure-Samples/art-voice-agent-accelerator,73,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:50-199|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure-Samples/multimodal-rag-code-execution,https://github.com/Azure-Samples/multimodal-rag-code-execution,79,,,,"{""matched_paths"": [""tutorials/11_System_Prompt_Optimizer.ipynb""], ""queries"": [""system_prompt.*""]}",.github/workflows,,true,stars:50-199|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,Azure/azure-sdk-for-python,https://github.com/Azure/azure-sdk-for-python,5557,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:1000+|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure/azure-sdk-tools,https://github.com/Azure/azure-sdk-tools,132,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure/kimojio-rs,https://github.com/Azure/kimojio-rs,242,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows; Cargo.toml,tags=1; releases=1,true,stars:200-999|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Azure/oav,https://github.com/Azure/oav,105,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows; test/,tags=1; releases=1,true,stars:50-199|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,AzureAD/microsoft-authentication-library-common-for-objc,https://github.com/AzureAD/microsoft-authentication-library-common-for-objc,53,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,B-M-Capital-Research/honeclaw,https://github.com/B-M-Capital-Research/honeclaw,737,,,,"{""matched_paths"": [""docs/bugs/archive/opencode_prompt_issues.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; Cargo.toml; tests/,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,BNETDocs/bnetdocs-web,https://github.com/BNETDocs/bnetdocs-web,35,,,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows; phpunit.xml; tests/,tags=1; releases=1,false,stars:10-49|artifact:CLAUDE.md|agent_flag:false,,,,,,,,
0.1,BUZZARDGTA/Session-Sniffer,https://github.com/BUZZARDGTA/Session-Sniffer,87,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,BintzGavin/helios,https://github.com/BintzGavin/helios,86,,,,"{""matched_paths"": ["".sys/plans/2026-05-29-CORE-AI-System-Prompt.md""], ""queries"": [""system-prompt.*""]}",.github/workflows; tests/,,true,stars:50-199|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,Biont/shellm,https://github.com/Biont/shellm,31,,,,"{""matched_paths"": ["".aider.conf.yml""], ""queries"": ["".aider.conf.yml""]}",tests/,tags=1; releases=1,true,stars:10-49|artifact:.aider.conf.yml|agent_flag:true,,,,,,,,
0.1,Bitterbot-AI/bitterbot-desktop,https://github.com/Bitterbot-AI/bitterbot-desktop,2392,,,,"{""matched_paths"": [""src/agents/system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows; test/,tags=1; releases=1,true,stars:1000+|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,BlackBeltTechnology/pi-agent-dashboard,https://github.com/BlackBeltTechnology/pi-agent-dashboard,168,,,,"{""matched_paths"": [""openspec/changes/archive/2026-03-27-auto-resume-on-prompt/tasks.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,BoweyLou/obsidian-mcp-server-enhanced,https://github.com/BoweyLou/obsidian-mcp-server-enhanced,30,,,,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows,,true,stars:10-49|artifact:.clinerules|agent_flag:true,,,,,,,,
0.1,Brawl345/Image-Reverse-Search-WebExtension,https://github.com/Brawl345/Image-Reverse-Search-WebExtension,157,,,,"{""matched_paths"": ["".windsurfrules""], ""queries"": ["".windsurfrules""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:.windsurfrules|agent_flag:true,,,,,,,,
0.1,BrowserOperator/browser-operator-core,https://github.com/BrowserOperator/browser-operator-core,488,,,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows; test/,tags=1; releases=1,true,stars:200-999|artifact:CLAUDE.md|agent_flag:true,,,,,,,,
0.1,BruinGrowly/Emergent-Code,https://github.com/BruinGrowly/Emergent-Code,12,,,,"{""matched_paths"": [""STM/Gemini.md""], ""queries"": [""GEMINI.md""]}",tests/,,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Bugb-Technologies/guardlink,https://github.com/Bugb-Technologies/guardlink,16,,,,"{""matched_paths"": ["".clinerules""], ""queries"": ["".clinerules""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:.clinerules|agent_flag:true,,,,,,,,
0.1,BuildWithHussain/hive,https://github.com/BuildWithHussain/hive,16,,,,"{""matched_paths"": [""prompts/prd.md""], ""queries"": [""prompts/""]}",.github/workflows,,true,stars:10-49|artifact:prompts/|agent_flag:true,,,,,,,,
0.1,CERTCC/Vultron,https://github.com/CERTCC/Vultron,20,,,,"{""matched_paths"": [""prompts/BUGS_FROM_LOGS_prompt.md""], ""queries"": [""*.prompt.md"", ""prompts/""]}",.github/workflows; test/; specs/,tags=1; releases=1,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CSlawyer1985/case-type-guide,https://github.com/CSlawyer1985/case-type-guide,13,,,,"{""matched_paths"": [""prompt.md""], ""queries"": [""*.prompt.md""]}",tests/,,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CallMarcus/dji-drone-metadata-embedder,https://github.com/CallMarcus/dji-drone-metadata-embedder,10,,,,"{""matched_paths"": [""docs/research/2026-04-19-gemini.md""], ""queries"": [""GEMINI.md""]}",.github/workflows; pytest.ini; tests/,tags=1; releases=1,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Case211/remnawave-admin,https://github.com/Case211/remnawave-admin,224,,,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows,tags=1; releases=1,false,stars:200-999|artifact:CLAUDE.md|agent_flag:false,,,,,,,,
0.1,Castor6/tactus,https://github.com/Castor6/tactus,360,,,,"{""matched_paths"": ["".agents/skills/design-style/prompts/BoldTypography.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CavinHuang/comfyui-nodes-docs,https://github.com/CavinHuang/comfyui-nodes-docs,279,,,,"{""matched_paths"": [""docs/LMStudioPrompt.md"", ""docs/ScaleBatchPromptSchedule.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,Certora/AIComposer,https://github.com/Certora/AIComposer,27,,,,"{""matched_paths"": [""composer/templates/harness_generation_system_prompt.j2"", ""composer/templates/source_tools_system_prompt.j2""], ""queries"": [""system_prompt.*""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:10-49|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,Checkmk/checkmk,https://github.com/Checkmk/checkmk,2285,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows; go.mod; Cargo.toml; tests/,tags=1; releases=0,true,stars:1000+|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,Chemaclass/agnostic-ai,https://github.com/Chemaclass/agnostic-ai,10,,,,"{""matched_paths"": [""internal/adapters/aider/testdata/kitsink/.aider.conf.yml"", ""internal/adapters/aider/testdata/kitsink/.aiderignore""], ""queries"": ["".aider.conf.yml"", "".aiderignore""]}",.github/workflows; go.mod; tests/,tags=1; releases=1,true,stars:10-49|artifact:.aider.conf.yml|agent_flag:true,,,,,,,,
0.1,ChenZiHong-Gavin/weekly-vibe-coding,https://github.com/ChenZiHong-Gavin/weekly-vibe-coding,22,,,,"{""matched_paths"": [""prompts/marionette.md""], ""queries"": [""*.prompt.md"", ""prompts/""]}",.github/workflows,,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,ClaudiuBogdan/hack-for-facts-eb-client,https://github.com/ClaudiuBogdan/hack-for-facts-eb-client,50,,,,"{""matched_paths"": [""gpt-prompt/review-template.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; tests/,,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,ClawStackStudios/GitLobster,https://github.com/ClawStackStudios/GitLobster,19,,,,"{""matched_paths"": [""registry-server/GEMINI.md""], ""queries"": [""GEMINI.md""]}",.github/workflows; specs/,tags=1; releases=1,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Cloud-Solutions-International/antikythera,https://github.com/Cloud-Solutions-International/antikythera,16,,,,"{""matched_paths"": [""gemini.md""], ""queries"": [""GEMINI.md""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,ComeOnOliver/skillshub,https://github.com/ComeOnOliver/skillshub,52,,,,"{""matched_paths"": [""skills/aiskillstore/marketplace/anthropics/agent-development/references/system-prompt-design.md"", ""skills/secondsky/claude-skills/elevenlabs-agents/assets/system-prompt-template.md""], ""queries"": [""system-prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,Comfy-Org/docs,https://github.com/Comfy-Org/docs,265,,,,"{""matched_paths"": [""ja/tutorials/partner-nodes/google/gemini.mdx""], ""queries"": [""GEMINI.md""]}",.github/workflows; specs/,,true,stars:200-999|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,Community-Access/accessibility-agents,https://github.com/Community-Access/accessibility-agents,312,,,,"{""matched_paths"": [""docs/prompts/github/merge-pr.md"", ""docs/prompts/github/refine-issue.md"", ""docs/prompts/web/audit-web-page.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CommunityToolkit/Aspire,https://github.com/CommunityToolkit/Aspire,611,,,,"{""matched_paths"": ["".github/chatmodes/New Aspire Hosting integration.chatmode.md""], ""queries"": ["".github/chatmodes""]}",.github/workflows; tests/,tags=1; releases=1,true,stars:200-999|artifact:.github/chatmodes|agent_flag:true,,,,,,,,
0.1,CompanyHelm/companyhelm,https://github.com/CompanyHelm/companyhelm,70,,,,"{""matched_paths"": [""apps/api/src/prompts/system_prompt_template_context.ts""], ""queries"": [""system_prompt.*""]}",.github/workflows; tests/,tags=1; releases=0,true,stars:50-199|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,Copenhagen0x/solana-security-standard,https://github.com/Copenhagen0x/solana-security-standard,31,,,,"{""matched_paths"": [""integrations/aider/.aider.conf.yml"", ""integrations/cline/.clinerules""], ""queries"": ["".aider.conf.yml"", "".clinerules""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:.aider.conf.yml|agent_flag:true,,,,,,,,
0.1,CopilotKit/CopilotKit,https://github.com/CopilotKit/CopilotKit,35295,,,,"{""matched_paths"": [""packages/react-textarea/src/types/autosuggestions-config/subtypes/make-system-prompt.ts""], ""queries"": [""system-prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:1000+|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,CoreAgent-Project/CoreAgent,https://github.com/CoreAgent-Project/CoreAgent,28,,,,"{""matched_paths"": [""coreagent/default_system_prompt.txt""], ""queries"": [""system_prompt.*""]}",.github/workflows,tags=1; releases=1,true,stars:10-49|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,Correia-jpv/fucking-awesome-swift,https://github.com/Correia-jpv/fucking-awesome-swift,15,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": [""copilot-instructions.md""]}",.github/workflows,,true,stars:10-49|artifact:copilot-instructions.md|agent_flag:true,,,,,,,,
0.1,CortexLM/cortex-code,https://github.com/CortexLM/cortex-code,156,,,,"{""matched_paths"": [""src/cortex-engine/src/prompt/system_prompt.rs""], ""queries"": [""system_prompt.*""]}",.github/workflows; Cargo.toml,tags=1; releases=1,true,stars:50-199|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,Cppys/OpenNovel,https://github.com/Cppys/OpenNovel,22,,,,"{""matched_paths"": [""config/prompts/story_architect.md""], ""queries"": [""*.prompt.md""]}",tests/,,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CreminiAI/skillpack,https://github.com/CreminiAI/skillpack,703,,,,"{""matched_paths"": [""system-prompt.md""], ""queries"": [""system-prompt.*""]}",tests/,tags=1; releases=0,true,stars:200-999|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,CrispStrobe/CrispEmbed,https://github.com/CrispStrobe/CrispEmbed,23,,,,"{""matched_paths"": [""handover-prompts/layout-detect-parity.md""], ""queries"": [""*.prompt.md""]}",.github/workflows; Cargo.toml; tests/,tags=1; releases=1,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,CultivateLabs/raif,https://github.com/CultivateLabs/raif,297,,,,"{""matched_paths"": [""lib/generators/raif/agent/templates/system_prompt.erb.tt""], ""queries"": [""system_prompt.*""]}",.github/workflows; spec/,tags=1; releases=0,true,stars:200-999|artifact:system_prompt.*|agent_flag:true,,,,,,,,
0.1,CumulusNetworks/docs,https://github.com/CumulusNetworks/docs,70,,,,"{""matched_paths"": [""content/cumulus-netq-414/Installation-Management/Upgrade-NetQ/Upgrade-Agents.md""], ""queries"": [""AGENTS.md""]}",.github/workflows,tags=1; releases=1,true,stars:50-199|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,CyberShadow/CyDo,https://github.com/CyberShadow/CyDo,33,,,,"{""matched_paths"": [""defs/prompts/enter_write_mode.md""], ""queries"": [""*.prompt.md""]}",tests/,,true,stars:10-49|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,Cyfrin/Updraft,https://github.com/Cyfrin/Updraft,119,,,,"{""matched_paths"": [""courses/solidity/4-ai-prompting/5-formatting-a-question/+page.md""], ""queries"": [""*.prompt.md""]}",.github/workflows,,true,stars:50-199|artifact:*.prompt.md|agent_flag:true,,,,,,,,
0.1,DCS-BR-Tools/briefing-room-for-dcs,https://github.com/DCS-BR-Tools/briefing-room-for-dcs,296,,,,"{""matched_paths"": ["".cursorrules"", "".windsurfrules""], ""queries"": ["".cursorrules"", "".windsurfrules""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:.cursorrules|agent_flag:true,,,,,,,,
0.1,DamianB-BitFlipper/proton-drive-sync,https://github.com/DamianB-BitFlipper/proton-drive-sync,666,,,,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows,tags=1; releases=1,true,stars:200-999|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,DataDog/dd-trace-js,https://github.com/DataDog/dd-trace-js,817,,,,"{""matched_paths"": ["".aider.conf.yml""], ""queries"": ["".aider.conf.yml""]}",.gitlab-ci.yml,tags=1; releases=1,true,stars:200-999|artifact:.aider.conf.yml|agent_flag:true,,,,,,,,
0.1,DataDog/stratus-red-team,https://github.com/DataDog/stratus-red-team,2342,,,,"{""matched_paths"": [""AGENTS.md""], ""queries"": [""AGENTS.md""]}",.github/workflows,tags=1; releases=1,true,stars:1000+|artifact:AGENTS.md|agent_flag:true,,,,,,,,
0.1,DaveDushi/kolshek,https://github.com/DaveDushi/kolshek,12,,,,"{""matched_paths"": [""CLAUDE.md""], ""queries"": [""CLAUDE.md""]}",.github/workflows; tests/,tags=1; releases=1,false,stars:10-49|artifact:CLAUDE.md|agent_flag:false,,,,,,,,
0.1,DavidWells/stars,https://github.com/DavidWells/stars,24,,,,"{""matched_paths"": [""stars/Piebald-AI/claude-code-system-prompts.md""], ""queries"": [""system-prompt.*""]}",.github/workflows,,true,stars:10-49|artifact:system-prompt.*|agent_flag:true,,,,,,,,
0.1,DeadmanAbir/AgentGenesis,https://github.com/DeadmanAbir/AgentGenesis,119,,,,"{""matched_paths"": [""src/content/components/chatGemini.mdx""], ""queries"": [""GEMINI.md""]}",.github/workflows,,true,stars:50-199|artifact:GEMINI.md|agent_flag:true,,,,,,,,
0.1,DevExpress/devextreme-documentation,https://github.com/DevExpress/devextreme-documentation,54,,,,"{""matched_paths"": ["".github/copilot-instructions.md""], ""queries"": ["".github/copilot-instructions.md""]}",.github/workflows,,true,stars:50-199|artifact:.github/copilot-instructions.md|agent_flag:true,,,,,,,,
